Tank,ColorID,ID,Temp,Treatment,Trial,Trial_date,Length,Weight,Notes,Ethovision_trial,DistMove,TimeMove,TimeNotMove,FreqArena,TimeArena,FreqPartial,TimePartial
E_10_4,Blue,E_10_4_Blue,10,exposed,Pre1,16/02/2024,6.7,3.1,,33,2073.21,286.285,52.2187,28,345.011,46,94.928
E_10_4,Orange,E_10_4_Orange,10,exposed,Pre1,16/02/2024,7.2,3.7,,34,518.302,62.5624,3.003,5,66.5664,10,13.5135
E_10_4,Pink,E_10_4_Pink,10,exposed,Pre1,16/02/2024,7.9,4.9,,Never Leaves,0,0,0,0,0,0,0
E_10_4,Yellow,E_10_4_Yellow,10,exposed,Pre1,16/02/2024,8.4,6,,36,2789.56,302.469,120.287,45,430.763,77,141.475
C_10_5,Blue,C_10_5_Blue,10,control,Pre1,16/02/2024,7.9,4.5,,37,597.505,54.3876,1.83516,8,58.3915,14,13.8471
C_10_5,Orange,C_10_5_Orange,10,control,Pre1,16/02/2024,8.1,5.5,,38,2823.43,323.49,86.0859,31,415.915,60,125.959
C_10_5,Pink,C_10_5_Pink,10,control,Pre1,16/02/2024,7.9,4.8,,39,2827.49,263.763,8.67533,32,279.279,55,60.2268
C_10_5,Yellow,C_10_5_Yellow,10,control,Pre1,16/02/2024,7.7,4.7,,40,4141.67,412.412,35.035,39,455.121,69,107.441
E_10_5,Blue,E_10_5_Blue,10,exposed,Pre1,16/02/2024,8.5,5.8,,41,1238.54,131.298,20.3537,12,154.654,26,62.0619
E_10_5,Orange,E_10_5_Orange,10,exposed,Pre1,16/02/2024,7,3.6,,42,1002.99,104.438,6.67333,10,112.779,21,32.6993
E_10_5,Pink,E_10_5_Pink,10,exposed,Pre1,16/02/2024,6.8,3.2,,43,2308.47,222.889,9.34266,36,239.406,57,59.8931
E_10_5,Yellow,E_10_5_Yellow,10,exposed,Pre1,16/02/2024,7.5,4.7,,44,2035.12,206.206,12.3456,25,224.224,48,50.3836
C_10_6,Blue,C_10_6_Blue,10,control,Pre1,16/02/2024,7.7,4.4,,46,4579.36,471.637,17.3507,33,495.495,71,108.775
C_10_6,Orange,C_10_6_Orange,10,control,Pre1,16/02/2024,8.4,6.3,,Never Leaves,0,0,0,0,0,0,0
C_10_6,Pink,C_10_6_Pink,10,control,Pre1,16/02/2024,7.5,4.7,,47,3837.67,374.707,12.1788,28,392.225,49,55.7223
C_10_6,Yellow,C_10_6_Yellow,10,control,Pre1,16/02/2024,8.0,5.6,,48,3133.29,366.532,14.3476,43,388.721,75,119.619
E_10_6,Blue,E_10_6_Blue,10,exposed,Pre1,16/02/2024,7.6,5.2,,49,2136.77,235.402,11.5115,29,253.42,49,70.7373
E_10_6,Orange,E_10_6_Orange,10,exposed,Pre1,16/02/2024,7.2,3.9,,50,4353.85,510.176,41.5415,21,555.721,43,85.7523
E_10_6,Pink,E_10_6_Pink,10,exposed,Pre1,16/02/2024,7.5,4.2,,51,3276.84,344.176,11.5115,43,363.362,82,64.7312
E_10_6,Yellow,E_10_6_Yellow,10,exposed,Pre1,16/02/2024,7.4,4.3,,52,4994.34,423.256,7.67432,39,438.604,69,68.5684
C_10_7,Blue,C_10_7_Blue,10,control,Pre1,16/02/2024,6.7,2.9,,53,4020.58,472.138,16.8502,35,495.328,70,83.7503
C_10_7,Orange,C_10_7_Orange,10,control,Pre1,16/02/2024,6.7,3.2,,54,2949.03,286.452,4.83816,45,300.466,77,86.5863
C_10_7,Pink,C_10_7_Pink,10,control,Pre1,16/02/2024,6.9,3.5,,55,2790.76,390.557,44.5445,19,438.771,32,49.5495
C_10_7,Yellow,C_10_7_Yellow,10,control,Pre1,16/02/2024,7.0,3.3,,Never Leaves,0,0,0,0,0,0,0
E_10_7,Blue,E_10_7_Blue,10,exposed,Pre1,16/02/2024,7.8,5.0,,56,5144.87,495.661,14.1808,24,514.013,53,51.2178
E_10_7,Orange,E_10_7_Orange,10,exposed,Pre1,16/02/2024,8.6,7.2,,57,3775.64,442.608,70.0699,18,516.015,41,91.7583
E_10_7,Pink,E_10_7_Pink,10,exposed,Pre1,16/02/2024,8.4,6.1,,58,3346.25,378.711,13.3467,40,398.898,64,60.3936
E_10_7,Yellow,E_10_7_Yellow,10,exposed,Pre1,16/02/2024,8.4,6.7,,59,4320.07,438.938,29.0289,39,474.64,79,77.0768
C_10_8,Blue,C_10_8_Blue,10,control,Pre1,17/02/2024,8.5,6.0,,60,2754.34,319.652,36.7033,36,366.699,57,81.5813
C_10_8,Orange,C_10_8_Orange,10,control,Pre1,17/02/2024,9.1,7.6,,61,112.047,14.6813,3.83716,1,18.6853,2,14.6813
C_10_8,Pink,C_10_8_Pink,10,control,Pre1,17/02/2024,7.0,3.6,,62,4578.74,509.675,27.3606,24,541.541,51,67.5674
C_10_8,Yellow,C_10_8_Yellow,10,control,Pre1,17/02/2024,8.4,6.1,,Never Leaves,0,0,0,0,0,0,0
E_10_8,Blue,E_10_8_Blue,10,exposed,Pre1,17/02/2024,8.1,5.5,,63,2770.79,234.234,67.5674,25,306.473,45,116.95
E_10_8,Orange,E_10_8_Orange,10,exposed,Pre1,17/02/2024,8.0,4.9,,64,1178.26,123.456,14.014,11,140.14,22,30.1968
E_10_8,Pink,E_10_8_Pink,10,exposed,Pre1,17/02/2024,7.0,3.7,,65,959.688,112.946,326.826,6,443.109,14,325.658
E_10_8,Yellow,E_10_8_Yellow,10,exposed,Pre1,17/02/2024,7.6,4.9,,66,3854.25,405.905,118.118,13,526.359,26,42.5425
C_10_9,Blue,C_10_9_Blue,10,control,Pre1,17/02/2024,8.4,6.5,,67,5683.8,497.497,15.1818,23,516.516,47,43.043
C_10_9,Orange,C_10_9_Orange,10,control,Pre1,17/02/2024,9.6,8.4,,Never Leaves,0,0,0,0,0,0,0
C_10_9,Pink,C_10_9_Pink,10,control,Pre1,17/02/2024,8.6,6.9,,68,2236.72,312.645,46.7132,39,369.201,67,91.5913
C_10_9,Yellow,C_10_9_Yellow,10,control,Pre1,17/02/2024,8.5,6.8,,69,1179.08,159.826,377.877,6,539.038,21,323.99
E_10_9,Blue,E_10_9_Blue,10,exposed,Pre1,17/02/2024,7.2,3.6,,70,219.44,24.6913,0.667333,4,26.1928,7,13.6803
E_10_9,Orange,E_10_9_Orange,10,exposed,Pre1,17/02/2024,8.0,5.7,,71,2223.98,296.295,58.2247,32,361.527,52,104.271
E_10_9,Pink,E_10_9_Pink,10,exposed,Pre1,17/02/2024,7.9,5.7,,72,3224.85,450.283,42.7093,23,496.996,41,63.8971
E_10_9,Yellow,E_10_9_Yellow,10,exposed,Pre1,17/02/2024,7.4,4.2,,73,840.344,90.5904,4.17083,16,98.4316,28,46.2128
C_10_10,Blue,C_10_10_Blue,10,control,Pre1,17/02/2024,9.8,9.9,,74,586.592,78.4115,204.037,3,283.282,10,93.927
C_10_10,Orange,C_10_10_Orange,10,control,Pre1,17/02/2024,10.0,9.4,,75,2825.51,295.295,146.646,35,450.616,72,214.881
C_10_10,Pink,C_10_10_Pink,10,control,Pre1,17/02/2024,9.3,9.1,,76,1124.52,154.154,438.938,5,594.427,14,426.259
C_10_10,Yellow,C_10_10_Yellow,10,control,Pre1,17/02/2024,10.5,12.3,,77,323.81,41.2078,251.584,8,295.962,16,220.72
E_10_10,Blue,E_10_10_Blue,10,exposed,Pre1,17/02/2024,5.6,2.0,,78,2064.13,289.622,23.3566,33,318.818,57,90.7572
E_10_10,Orange,E_10_10_Orange,10,exposed,Pre1,17/02/2024,6.1,2.4,,Never Leaves,0,0,0,0,0,0,0
E_10_10,Pink,E_10_10_Pink,10,exposed,Pre1,17/02/2024,7.0,3.3,,79,2115.91,243.243,29.029,27,277.944,55,74.4076
E_10_10,Yellow,E_10_10_Yellow,10,exposed,Pre1,17/02/2024,7.5,4.2,,80,3543.43,428.261,16.6833,32,451.284,60,72.2388
C_10_1,Blue,C_10_1_Blue,10,control,Pre2,18/02/2024,8.7,6.5,,1,3631.63,341.341,16.1828,38,366.533,62,77.9111
C_10_1,Orange,C_10_1_Orange,10,control,Pre2,18/02/2024,8.2,5.7,,2,1239.58,137.804,20.02,13,160.827,23,50.7172
C_10_1,Pink,C_10_1_Pink,10,control,Pre2,18/02/2024,7.6,7.1,DIED,MISSING,,,,,,,
C_10_1,Untagged,C_10_1_Untagged,10,control,Pre2,18/02/2024,,,,3-UNTAG,1096.81,140.307,55.7223,10,197.864,20,87.5874
C_10_1,Yellow,C_10_1_Yellow,10,control,Pre2,18/02/2024,8,5.4,,4,3297,320.82,231.731,11,554.387,22,97.0969
E_10_1,Blue,E_10_1_Blue,10,exposed,Pre2,18/02/2024,8.2,5.8,,5,2659.11,350.683,30.6973,30,387.554,56,109.609
E_10_1,Orange,E_10_1_Orange,10,exposed,Pre2,18/02/2024,9.3,8.8,,6,1392.51,171.004,16.3496,31,193.193,46,80.5804
E_10_1,Pink,E_10_1_Pink,10,exposed,Pre2,18/02/2024,8.6,6.7,DIED,MISSING,,,,,,,
E_10_1,Pink2,E_10_1_Pink2,10,exposed,Pre2,18/02/2024,8.3,5.8,,MISSING,,,,,,,
E_10_1,Yellow,E_10_1_Yellow,10,exposed,Pre2,18/02/2024,8.4,6.1,,7,1776.76,195.195,10.01,20,210.543,34,47.3806
C_10_2,Blue,C_10_2_Blue,10,control,Pre2,18/02/2024,8.3,5.6,DIED,MISSING,,,,,,,
C_10_2,Orange,C_10_2_Orange,10,control,Pre2,18/02/2024,9.9,9.7,,8,999.896,122.455,64.3975,13,190.857,23,88.5883
C_10_2,Pink,C_10_2_Pink,10,control,Pre2,18/02/2024,7.9,4.6,DIED,MISSING,,,,,,,
C_10_2,Untagged,C_10_2_Untagged,10,control,Pre2,18/02/2024,,,,9-UNTAG,3487.99,374.207,20.3537,28,400.233,52,74.9081
C_10_2,Yellow,C_10_2_Yellow,10,control,Pre2,18/02/2024,9.8,9.5,,10,4694.88,390.056,124.124,18,518.351,41,67.2338
E_10_2,Blue,E_10_2_Blue,10,exposed,Pre2,18/02/2024,9.5,9.5,,11,758.066,90.9241,49.8831,22,146.313,29,94.9281
E_10_2,Orange,E_10_2_Orange,10,exposed,Pre2,18/02/2024,9,7.2,,12,5269.53,467.967,18.1848,35,491.991,72,81.2477
E_10_2,Pink,E_10_2_Pink,10,exposed,Pre2,18/02/2024,8.5,6.8,,13,813.976,95.7623,10.01,18,110.444,30,36.2028
E_10_2,Yellow,E_10_2_Yellow,10,exposed,Pre2,18/02/2024,9,7.9,,Never Leaves,0,0,0,0,0,0,0
C_10_3,Blue,C_10_3_Blue,10,control,Pre2,18/02/2024,8.1,5.4,,15,97.4406,11.8452,216.716,9,231.731,9,231.731
C_10_3,Orange,C_10_3_Orange,10,control,Pre2,18/02/2024,9.3,8.1,,16,3129.21,339.505,107.44,30,452.618,54,66.0659
C_10_3,Pink,C_10_3_Pink,10,control,Pre2,18/02/2024,8.2,6.3,,17,1596.94,181.014,175.342,15,360.693,29,231.731
C_10_3,Yellow,C_10_3_Yellow,10,control,Pre2,18/02/2024,9.4,8.1,,18,1551.68,224.557,154.154,32,386.886,52,223.39
E_10_3,Blue,E_10_3_Blue,10,exposed,Pre2,18/02/2024,7.5,4.2,,19,2189.1,217.884,14.014,14,235.068,29,35.7023
E_10_3,Orange,E_10_3_Orange,10,exposed,Pre2,18/02/2024,8,5.3,,20,402.329,51.8851,4.00399,14,59.7262,20,30.0299
E_10_3,Pink,E_10_3_Pink,10,exposed,Pre2,18/02/2024,7.1,3.6,,21,2091.83,209.542,21.8551,18,235.902,34,46.046
E_10_3,Yellow,E_10_3_Yellow,10,exposed,Pre2,18/02/2024,7.8,4.5,,22,3093.5,270.437,9.34266,21,285.952,41,49.5495
C_10_4,Blue,C_10_4_Blue,10,control,Pre2,19/02/2024,7.8,4.9,,23,3639.38,390.056,27.1938,29,422.255,55,90.2568
C_10_4,Orange,C_10_4_Orange,10,control,Pre2,19/02/2024,8.2,5.9,,24,1280.03,152.486,34.3676,10,188.522,16,42.3756
C_10_4,Pink,C_10_4_Pink,10,control,Pre2,19/02/2024,7.5,4.4,,25,1715.99,158.158,7.67433,30,172.172,51,61.7283
C_10_4,Yellow,C_10_4_Yellow,10,control,Pre2,19/02/2024,7.5,4.4,,26,815.636,89.5893,8.00798,22,103.436,29,33.3666
E_10_4,Blue,E_10_4_Blue,10,exposed,Pre2,19/02/2024,6.7,3.1,,27,2313.29,254.921,46.5465,22,306.139,43,75.2418
E_10_4,Orange,E_10_4_Orange,10,exposed,Pre2,19/02/2024,7.2,3.7,,28,2583.95,355.855,26.1928,44,391.891,73,110.944
E_10_4,Pink,E_10_4_Pink,10,exposed,Pre2,19/02/2024,7.9,4.9,,29,600.811,82.2487,16.5165,16,102.435,23,51.0509
E_10_4,Yellow,E_10_4_Yellow,10,exposed,Pre2,19/02/2024,8.4,6,,30,2780.07,281.614,257.257,27,544.043,60,161.828
C_10_5,Blue,C_10_5_Blue,10,control,Pre2,19/02/2024,7.9,4.5,,31,223.034,16.1828,0.166833,3,17.5175,6,7.00699
C_10_5,Orange,C_10_5_Orange,10,control,Pre2,19/02/2024,8.1,5.5,,32,3472.61,283.45,15.8492,19,302.802,39,49.7163
C_10_5,Pink,C_10_5_Pink,10,control,Pre2,19/02/2024,7.9,4.8,,33,1151.51,149.316,10.8442,22,165.999,37,64.5644
C_10_5,Yellow,C_10_5_Yellow,10,control,Pre2,19/02/2024,7.7,4.7,,34,856.249,100.934,8.84215,22,116.95,35,51.3846
E_10_5,Blue,E_10_5_Blue,10,exposed,Pre2,19/02/2024,8.5,5.8,,35,1790.57,183.016,14.3476,45,207.04,63,92.2586
E_10_5,Orange,E_10_5_Orange,10,exposed,Pre2,19/02/2024,7,3.6,,36,2093.57,282.115,121.288,22,409.409,44,113.613
E_10_5,Pink,E_10_5_Pink,10,exposed,Pre2,19/02/2024,6.8,3.2,,37,2912,328.661,54.8881,29,389.389,53,90.0899
E_10_5,Yellow,E_10_5_Yellow,10,exposed,Pre2,19/02/2024,7.5,4.7,,38,2120.51,245.078,41.8751,38,294.627,69,119.953
C_10_6,Blue,C_10_6_Blue,10,control,Pre2,19/02/2024,7.7,4.4,,39,1514.71,166.5,31.1978,20,204.204,35,86.2528
C_10_6,Orange,C_10_6_Orange,10,control,Pre2,19/02/2024,8.4,6.3,,40,3040.09,304.971,37.5375,40,354.354,60,95.2618
C_10_6,Pink,C_10_6_Pink,10,control,Pre2,19/02/2024,7.5,4.7,,41,3348.15,437.437,52.3856,13,493.659,26,44.8781
C_10_6,Yellow,C_10_6_Yellow,10,control,Pre2,19/02/2024,8.0,5.6,,42,3428.1,389.889,31.6983,39,430.596,69,97.0968
E_10_6,Blue,E_10_6_Blue,10,exposed,Pre2,19/02/2024,7.6,5.2,,43,334.737,41.7083,3.83716,6,46.8801,8,17.6843
E_10_6,Orange,E_10_6_Orange,10,exposed,Pre2,19/02/2024,7.2,3.9,,44,1086.2,144.478,37.8711,15,186.019,29,52.7193
E_10_6,Pink,E_10_6_Pink,10,exposed,Pre2,19/02/2024,7.5,4.2,,45,2862.87,260.093,8.34166,29,275.275,53,49.049
E_10_6,Yellow,E_10_6_Yellow,10,exposed,Pre2,19/02/2024,7.4,4.3,,46,3347.1,323.322,7.84115,42,339.338,78,73.5734
C_10_7,Blue,C_10_7_Blue,10,control,Pre2,19/02/2024,6.7,2.9,,47,820.305,102.269,5.17183,21,114.781,30,42.7093
C_10_7,Orange,C_10_7_Orange,10,control,Pre2,19/02/2024,6.7,3.2,,48,1101.13,132.466,4.5045,35,144.311,53,62.2288
C_10_7,Pink,C_10_7_Pink,10,control,Pre2,19/02/2024,6.9,3.5,,49,2437.95,368.868,125.125,20,497.83,48,96.9301
C_10_7,Yellow,C_10_7_Yellow,10,control,Pre2,19/02/2024,7.0,3.3,,50,562.951,66.5664,8.00798,11,78.0778,17,28.0279
E_10_7,Blue,E_10_7_Blue,10,exposed,Pre2,19/02/2024,7.8,5.0,,51,3262.02,316.483,94.9281,26,415.915,51,151.485
E_10_7,Orange,E_10_7_Orange,10,exposed,Pre2,19/02/2024,8.6,7.2,,52,3356.35,404.904,54.2208,37,467.133,75,145.979
E_10_7,Pink,E_10_7_Pink,10,exposed,Pre2,19/02/2024,8.4,6.1,,53,1604.15,216.883,90.7573,28,314.481,43,145.479
E_10_7,Yellow,E_10_7_Yellow,10,exposed,Pre2,19/02/2024,8.4,6.7,,MISSING,,,,,,,
C_10_8,Blue,C_10_8_Blue,10,control,Pre2,20/02/2024,8.5,6.0,,1,1477.42,164.998,17.3507,37,191.191,55,73.4066
C_10_8,Orange,C_10_8_Orange,10,control,Pre2,20/02/2024,9.1,7.6,,2,1157.45,101.268,6.33966,9,109.109,16,22.8561
C_10_8,Pink,C_10_8_Pink,10,control,Pre2,20/02/2024,7.0,3.6,,3,2881.72,340.006,105.272,30,453.286,55,125.625
C_10_8,Yellow,C_10_8_Yellow,10,control,Pre2,20/02/2024,8.4,6.1,,19,680.613,79.0789,2.83616,9,85.0849,17,25.5255
E_10_8,Blue,E_10_8_Blue,10,exposed,Pre2,20/02/2024,8.1,5.5,,4,320.848,38.3716,10.1768,7,49.7163,12,24.3576
E_10_8,Orange,E_10_8_Orange,10,exposed,Pre2,20/02/2024,8.0,4.9,,5,1026.25,101.268,14.5145,9,118.452,16,24.8581
E_10_8,Pink,E_10_8_Pink,10,exposed,Pre2,20/02/2024,7.0,3.7,,6,1508.13,192.359,107.607,24,305.305,42,119.786
E_10_8,Yellow,E_10_8_Yellow,10,exposed,Pre2,20/02/2024,7.6,4.9,,55,864.507,122.622,99.2658,18,225.225,32,106.773
C_10_9,Blue,C_10_9_Blue,10,control,Pre2,20/02/2024,8.4,6.5,,7,850.979,93.0929,5.5055,9,100.934,19,34.8681
C_10_9,Orange,C_10_9_Orange,10,control,Pre2,20/02/2024,9.6,8.4,,8,573.466,58.5585,15.8492,13,77.5774,20,40.8741
C_10_9,Pink,C_10_9_Pink,10,control,Pre2,20/02/2024,8.6,6.9,,9,809.691,101.601,60.06,14,165.499,22,63.5635
C_10_9,Yellow,C_10_9_Yellow,10,control,Pre2,20/02/2024,8.5,6.8,,20,1980.8,280.613,203.203,35,492.492,60,164.331
E_10_9,Blue,E_10_9_Blue,10,exposed,Pre2,20/02/2024,7.2,3.6,,10,2112.76,201.201,4.33766,16,209.542,33,42.3756
E_10_9,Orange,E_10_9_Orange,10,exposed,Pre2,20/02/2024,8.0,5.7,,11,1534.04,165.665,7.67433,16,176.843,27,42.7093
E_10_9,Pink,E_10_9_Pink,10,exposed,Pre2,20/02/2024,7.9,5.7,,12,2050.1,323.156,66.066,24,395.395,46,105.772
E_10_9,Yellow,E_10_9_Yellow,10,exposed,Pre2,20/02/2024,7.4,4.2,,56,2002.42,225.558,33.7003,33,267.6,50,90.9241
C_10_10,Blue,C_10_10_Blue,10,control,Pre2,20/02/2024,9.8,9.9,,13,866.954,114.781,326.326,20,445.445,32,276.609
C_10_10,Orange,C_10_10_Orange,10,control,Pre2,20/02/2024,10.0,9.4,,14,3435.81,320.82,25.1918,45,354.854,85,112.779
C_10_10,Pink,C_10_10_Pink,10,control,Pre2,20/02/2024,9.3,9.1,,15,1173.62,167.834,58.3916,30,231.898,50,110.277
C_10_10,Yellow,C_10_10_Yellow,10,control,Pre2,20/02/2024,10.5,12.3,,54,478.694,61.7283,17.1838,11,82.4156,20,50.8841
E_10_10,Blue,E_10_10_Blue,10,exposed,Pre2,20/02/2024,5.6,2.0,,16,2009.97,250.25,14.8482,42,275.108,65,97.4306
E_10_10,Orange,E_10_10_Orange,10,exposed,Pre2,20/02/2024,6.1,2.4,,17,2200.33,274.107,111.111,18,389.389,40,94.9281
E_10_10,Pink,E_10_10_Pink,10,exposed,Pre2,20/02/2024,7.0,3.3,,18,1161.41,168.668,101.935,15,273.106,32,62.3956
E_10_10,Yellow,E_10_10_Yellow,10,exposed,Pre2,20/02/2024,7.5,4.2,,57,2166.37,263.763,39.2058,44,311.144,72,95.4286
C_10_1,Blue,C_10_1_Blue,10,control,Pre3,21/02/2024,8.7,6.5,,1,2486.35,266.433,9.17583,43,287.62,78,107.607
C_10_1,Orange,C_10_1_Orange,10,control,Pre3,21/02/2024,8.2,5.7,,2,1498.69,130.63,14.5145,13,148.815,25,41.2078
C_10_1,Pink,C_10_1_Pink,10,control,Pre3,21/02/2024,7.6,7.1,DIED,MISSING,,,,,,,
C_10_1,Untagged,C_10_1_Untagged,10,control,Pre3,18/02/2024,,,,3-UNTAG,2860.89,328.495,38.2048,15,370.203,28,47.047
C_10_1,Yellow,C_10_1_Yellow,10,control,Pre3,21/02/2024,8,5.4,,32,2470.98,272.098,150.313,36,429.417,59,130.961
E_10_1,Blue,E_10_1_Blue,10,exposed,Pre3,21/02/2024,8.2,5.8,,4,2640.05,262.429,11.5115,34,279.779,61,82.5824
E_10_1,Orange,E_10_1_Orange,10,exposed,Pre3,21/02/2024,9.3,8.8,,5,2646.46,304.804,21.021,40,334.501,62,109.776
E_10_1,Pink,E_10_1_Pink,10,exposed,Pre3,21/02/2024,8.6,6.7,DIED,MISSING,,,,,,,
E_10_1,Pink2,E_10_1_Pink2,10,exposed,Pre3,21/02/2024,8.3,5.8,,40,2490.2,274.941,17.1838,54,303.47,79,127.961
E_10_1,Yellow,E_10_1_Yellow,10,exposed,Pre3,21/02/2024,8.4,6.1,,33,2706.22,274.266,11.8448,22,290.115,39,43.5422
C_10_2,Blue,C_10_2_Blue,10,control,Pre3,21/02/2024,8.3,5.6,DIED,MISSING,,,,,,,
C_10_2,Orange,C_10_2_Orange,10,control,Pre3,21/02/2024,9.9,9.7,,7,2095.95,249.582,122.956,23,379.212,43,159.659
C_10_2,Pink,C_10_2_Pink,10,control,Pre3,21/02/2024,7.9,4.6,DIED,,,,,,,,
C_10_2,Untagged,C_10_2_Untagged,10,control,Pre3,21/02/2024,,,,8-UNTAG,,,,,,,
C_10_2,Yellow,C_10_2_Yellow,10,control,Pre3,21/02/2024,9.8,9.5,,34,1143.17,138.134,102.767,29,248.408,43,99.2631
E_10_2,Blue,E_10_2_Blue,10,exposed,Pre3,21/02/2024,9.5,9.5,,9,1031.76,102.436,113.447,15,219.386,26,143.81
E_10_2,Orange,E_10_2_Orange,10,exposed,Pre3,21/02/2024,9,7.2,,10,1322.36,147.314,42.8761,26,197.864,39,83.7503
E_10_2,Pink,E_10_2_Pink,10,exposed,Pre3,21/02/2024,8.5,6.8,,39,176.383,28.6953,70.4036,12,102.436,15,93.9271
E_10_2,Yellow,E_10_2_Yellow,10,exposed,Pre3,21/02/2024,9,7.9,,35,2705.77,293.118,24.8575,33,325.983,59,82.2466
C_10_3,Blue,C_10_3_Blue,10,control,Pre3,21/02/2024,8.1,5.4,,36,1033.22,133.467,353.353,11,489.989,23,334.501
C_10_3,Orange,C_10_3_Orange,10,control,Pre3,21/02/2024,9.3,8.1,,12,2387.38,239.072,94.2608,23,337.837,43,63.063
C_10_3,Pink,C_10_3_Pink,10,control,Pre3,21/02/2024,8.2,6.3,,31,968.286,113.78,33.1998,7,148.648,17,29.6963
C_10_3,Yellow,C_10_3_Yellow,10,control,Pre3,21/02/2024,9.4,8.1,,37,4597.33,416.905,26.6926,37,452.773,71,85.9168
E_10_3,Blue,E_10_3_Blue,10,exposed,Pre3,21/02/2024,7.5,4.2,,13,627.493,64.0639,5.83916,17,73.7403,27,28.8621
E_10_3,Orange,E_10_3_Orange,10,exposed,Pre3,21/02/2024,8,5.3,,14,2875.4,252.919,4.67133,21,261.928,40,41.5415
